module_code,course_name,course_provider,course_level,module_name,difficulty_level,keywords,link
DE4582,Expert DevOps Course,edX,Expert,Introduction to Expert DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/expert
WE4583,Beginner Web Development Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner Web Development Course,Hard,"web development, frontend, backend, full-stack",https://linkedinlearning.com/web-development/beginner
CY4584,Expert Cybersecurity Course,Udemy,Expert,Advanced Topics in Expert Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://udemy.com/cybersecurity/expert
IO4585,Beginner IoT Course,edX,Beginner,Advanced Topics in Beginner IoT Course,Hard,"IoT, internet of things, smart devices",https://edx.com/iot/beginner
IO4586,Expert IoT Course,Google Developers,Expert,Intermediate Concepts in Expert IoT Course,Medium,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/expert
DA4587,Beginner Data Science Course,Pluralsight,Beginner,Intermediate Concepts in Beginner Data Science Course,Medium,"data science, big data, analysis, statistics",https://pluralsight.com/data-science/beginner
IO4588,Expert IoT Course,Google Developers,Expert,Intermediate Concepts in Expert IoT Course,Medium,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/expert
CL4589,Expert Cloud Computing Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/expert
WE4590,Beginner Web Development Course,Pluralsight,Beginner,Introduction to Beginner Web Development Course,Easy,"web development, frontend, backend, full-stack",https://pluralsight.com/web-development/beginner
AI4591,Expert AI Course,Coursera,Expert,Advanced Topics in Expert AI Course,Hard,"AI, deep learning, machine learning",https://coursera.com/ai/expert
BL4592,Beginner Blockchain Course,edX,Beginner,Introduction to Beginner Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://edx.com/blockchain/beginner
CL4593,Beginner Cloud Computing Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/beginner
AI4594,Expert AI Course,Udemy,Expert,Intermediate Concepts in Expert AI Course,Medium,"AI, deep learning, machine learning",https://udemy.com/ai/expert
CY4595,Intermediate Cybersecurity Course,Pluralsight,Intermediate,Advanced Topics in Intermediate Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://pluralsight.com/cybersecurity/intermediate
IO4596,Beginner IoT Course,Udemy,Beginner,Intermediate Concepts in Beginner IoT Course,Medium,"IoT, internet of things, smart devices",https://udemy.com/iot/beginner
WE4597,Beginner Web Development Course,edX,Beginner,Intermediate Concepts in Beginner Web Development Course,Medium,"web development, frontend, backend, full-stack",https://edx.com/web-development/beginner
CL4598,Expert Cloud Computing Course,LinkedIn Learning,Expert,Introduction to Expert Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/expert
DA4599,Intermediate Data Science Course,Google Developers,Intermediate,Introduction to Intermediate Data Science Course,Easy,"data science, big data, analysis, statistics",https://googledevelopers.com/data-science/intermediate
CL4600,Intermediate Cloud Computing Course,Udemy,Intermediate,Intermediate Concepts in Intermediate Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/intermediate
MO4601,Expert Mobile App Development Course,Udemy,Expert,Intermediate Concepts in Expert Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://udemy.com/mobile-app-development/expert
IO4602,Beginner IoT Course,Udemy,Beginner,Advanced Topics in Beginner IoT Course,Hard,"IoT, internet of things, smart devices",https://udemy.com/iot/beginner
MO4603,Beginner Mobile App Development Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://linkedinlearning.com/mobile-app-development/beginner
MA4604,Intermediate Machine Learning Course,Google Developers,Intermediate,Advanced Topics in Intermediate Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://googledevelopers.com/machine-learning/intermediate
CL4605,Expert Cloud Computing Course,Google Developers,Expert,Advanced Topics in Expert Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/expert
DE4606,Expert DevOps Course,edX,Expert,Introduction to Expert DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://edx.com/devops/expert
DE4607,Beginner DevOps Course,LinkedIn Learning,Beginner,Introduction to Beginner DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/beginner
WE4608,Expert Web Development Course,Google Developers,Expert,Introduction to Expert Web Development Course,Easy,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/expert
UI4609,Intermediate UI/UX Design Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://linkedinlearning.com/ui/ux-design/intermediate
MA4610,Intermediate Machine Learning Course,edX,Intermediate,Introduction to Intermediate Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/intermediate
BL4611,Beginner Blockchain Course,edX,Beginner,Advanced Topics in Beginner Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://edx.com/blockchain/beginner
CL4612,Beginner Cloud Computing Course,edX,Beginner,Intermediate Concepts in Beginner Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/beginner
SO4613,Intermediate Software Engineering Course,Udemy,Intermediate,Advanced Topics in Intermediate Software Engineering Course,Hard,"software engineering, programming, coding, development",https://udemy.com/software-engineering/intermediate
MA4614,Intermediate Machine Learning Course,Pluralsight,Intermediate,Advanced Topics in Intermediate Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/intermediate
DA4615,Expert Data Science Course,Coursera,Expert,Introduction to Expert Data Science Course,Easy,"data science, big data, analysis, statistics",https://coursera.com/data-science/expert
AI4616,Expert AI Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert AI Course,Medium,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/expert
AI4617,Expert AI Course,Google Developers,Expert,Introduction to Expert AI Course,Easy,"AI, deep learning, machine learning",https://googledevelopers.com/ai/expert
CL4618,Intermediate Cloud Computing Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/intermediate
AI4619,Intermediate AI Course,Coursera,Intermediate,Intermediate Concepts in Intermediate AI Course,Medium,"AI, deep learning, machine learning",https://coursera.com/ai/intermediate
UI4620,Beginner UI/UX Design Course,Coursera,Beginner,Advanced Topics in Beginner UI/UX Design Course,Hard,"UI, UX, design, user experience, user interface",https://coursera.com/ui/ux-design/beginner
BL4621,Intermediate Blockchain Course,Google Developers,Intermediate,Introduction to Intermediate Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://googledevelopers.com/blockchain/intermediate
CY4622,Expert Cybersecurity Course,edX,Expert,Introduction to Expert Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://edx.com/cybersecurity/expert
MA4623,Expert Machine Learning Course,edX,Expert,Intermediate Concepts in Expert Machine Learning Course,Medium,"machine learning, AI, artificial intelligence",https://edx.com/machine-learning/expert
CL4624,Beginner Cloud Computing Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/beginner
CY4625,Beginner Cybersecurity Course,LinkedIn Learning,Beginner,Introduction to Beginner Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/beginner
CL4626,Beginner Cloud Computing Course,LinkedIn Learning,Beginner,Introduction to Beginner Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/beginner
CY4627,Beginner Cybersecurity Course,LinkedIn Learning,Beginner,Advanced Topics in Beginner Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/beginner
AI4628,Expert AI Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert AI Course,Medium,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/expert
BL4629,Expert Blockchain Course,LinkedIn Learning,Expert,Advanced Topics in Expert Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://linkedinlearning.com/blockchain/expert
CL4630,Intermediate Cloud Computing Course,Coursera,Intermediate,Intermediate Concepts in Intermediate Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://coursera.com/cloud-computing/intermediate
IO4631,Expert IoT Course,edX,Expert,Advanced Topics in Expert IoT Course,Hard,"IoT, internet of things, smart devices",https://edx.com/iot/expert
DE4632,Expert DevOps Course,Google Developers,Expert,Intermediate Concepts in Expert DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/expert
MA4633,Intermediate Machine Learning Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://linkedinlearning.com/machine-learning/intermediate
MO4634,Expert Mobile App Development Course,Udemy,Expert,Intermediate Concepts in Expert Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://udemy.com/mobile-app-development/expert
CY4635,Beginner Cybersecurity Course,Pluralsight,Beginner,Introduction to Beginner Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://pluralsight.com/cybersecurity/beginner
CL4636,Intermediate Cloud Computing Course,edX,Intermediate,Intermediate Concepts in Intermediate Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/intermediate
CL4637,Intermediate Cloud Computing Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/intermediate
BL4638,Intermediate Blockchain Course,Google Developers,Intermediate,Advanced Topics in Intermediate Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://googledevelopers.com/blockchain/intermediate
SO4639,Expert Software Engineering Course,Google Developers,Expert,Advanced Topics in Expert Software Engineering Course,Hard,"software engineering, programming, coding, development",https://googledevelopers.com/software-engineering/expert
DA4640,Beginner Data Science Course,Udemy,Beginner,Intermediate Concepts in Beginner Data Science Course,Medium,"data science, big data, analysis, statistics",https://udemy.com/data-science/beginner
SO4641,Beginner Software Engineering Course,Udemy,Beginner,Intermediate Concepts in Beginner Software Engineering Course,Medium,"software engineering, programming, coding, development",https://udemy.com/software-engineering/beginner
SO4642,Expert Software Engineering Course,Pluralsight,Expert,Intermediate Concepts in Expert Software Engineering Course,Medium,"software engineering, programming, coding, development",https://pluralsight.com/software-engineering/expert
MO4643,Expert Mobile App Development Course,Pluralsight,Expert,Introduction to Expert Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://pluralsight.com/mobile-app-development/expert
